X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 X26 X27 X28 X29 X30 X31 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50 X51 X52 X53 X54 X55 X56 X57 X58 X59 X60 X61 X62 X63 X64 X65 X66 X67 X68 X69 X70 X71 X72 X73 X74 X75 X76 X77 X78 X79 X80 X81 X82 X83 X84 X85 X86 X87 X88 X89 X90 X91 X92 X93 X94 X95 X96 X97 X98 X99 X100 Y
-2.783 1.248 0.549 -0.136 -0.776 -0.094 -0.112 0.47 -1.355 -0.52 0.977 0.05 0.258 0.905 0.441 -0.828 0.399 -0.579 0.13 0.612 0.762 -0.385 -1.002 -0.528 -0.564 -0.0080 0.415 0.521 1.31 -0.059 -0.767 0.068 -1.52 -0.29 0.951 0.471 0.056 -0.169 -1.328 -0.144 0.05 -0.745 -0.566 -0.545 -0.051 0.598 0.431 -1.301 -0.063 -0.654 0.048 -0.227 -0.33 -0.351 0.823 0.462 0.791 -0.885 -0.553 -2.115 -0.507 0.694 2.191 1.347 0.971 -0.241 0.483 0.758 0.181 -0.635 1.104 0.851 -1.166 -0.457 -0.245 -1.312 -0.13 -1.545 -0.707 -0.646 -1.209 -0.221 -1.468 0.312 -0.326 2.728 -0.73 -0.101 0.393 2.063 0.092 1.267 -0.589 -0.18 2.219 -0.274 -3.125 -0.364 2.169 0.533 1
0.2 1.38 -0.56 1.167 -0.335 0.828 0.688 -0.33 1.148 0.505 0.706 0.442 0.147 -0.044 -0.381 0.612 -0.321 0.606 0.013 -0.313 1.131 0.156 0.702 1.683 -0.451 0.969 -0.654 -1.95 -0.546 -0.815 1.607 0.154 0.798 -0.024 0.374 -0.569 -0.865 -0.25 2.112 0.171 -0.656 1.067 0.628 0.386 -0.899 0.778 0.991 -0.455 1.656 -0.417 -1.917 0.932 -0.01 0.308 -0.849 0.468 1.276 -0.23 -0.025 -0.764 -0.948 -1.645 -1.25 -0.693 -1.017 0.77 0.983 1.628 -1.437 -0.023 -1.273 -0.046 -0.587 0.548 2.058 1.182 -0.267 1.213 -1.84 0.104 -1.603 0.245 -0.788 0.62 0.744 -1.583 0.479 0.472 -0.08 0.472 0.237 -0.997 -0.782 0.1 -0.345 0.947 1.007 0.014 -1.628 -0.484 -1
0.129 0.061 -0.754 -0.762 -0.846 -0.432 -1.753 -1.003 -0.834 -1.316 -0.071 -0.444 0.921 -1.749 -1.344 -0.301 -1.155 0.519 1.093 0.568 -0.294 -1.797 0.166 0.29 0.637 0.363 1.105 0.643 -1.278 0.467 0.158 -0.122 -0.282 0.258 0.707 -0.605 0.085 -1.127 -0.877 0.788 0.254 -0.33 -0.971 0.771 -0.216 -0.025 0.658 -0.332 -0.214 -0.295 -1.118 -0.0020 -0.556 -1.636 -0.662 -2.699 0.145 -1.856 -0.52 0.677 -0.294 1.117 0.773 -0.491 -0.543 0.071 -1.209 1.613 -1.065 0.066 0.022 -1.993 0.656 -0.3 -1.156 0.777 2.168 -0.106 -0.241 1.086 0.712 -1.544 -1.113 -0.036 -0.725 0.155 -0.432 -0.386 0.17 -0.119 0.721 1.788 -1.581 0.541 1.325 -0.162 -1.176 0.674 -1.137 -0.937 1
0.794 0.277 0.434 0.295 -0.875 0.77 -0.019 1.533 -0.907 0.153 0.725 -0.214 0.809 -0.543 -1.249 -1.196 0.463 0.79 -2.864 -1.097 -1.301 -0.406 -0.363 -0.287 -0.319 -0.299 0.441 -0.859 0.14 0.517 -0.134 0.043 1.596 -1.121 -0.2 -0.922 0.462 0.623 1.563 0.87 -1.32 1.652 0.145 1.01 0.932 0.192 -0.916 0.472 0.743 -3.049 -0.489 -0.618 -1.015 0.837 0.882 0.262 0.08 -0.363 -0.82 2.256 -0.437 -3.267 0.224 -1.324 -0.662 0.596 -0.216 -1.672 -0.221 -1.83 1.321 -0.624 2.284 1.758 0.444 0.283 -0.496 0.993 1.18 1.29 1.131 1.806 0.676 -1.043 0.175 -0.752 1.089 0.249 1.651 1.712 0.483 0.682 -0.174 0.719 -0.595 -1.479 0.172 -0.288 0.822 -0.676 1
-0.665 -0.242 -0.888 1.751 0.624 -0.651 0.682 1.453 0.421 1.027 1.464 -1.648 -0.934 0.381 -2.253 -1.707 0.274 0.592 -2.117 -0.187 -1.61 -0.884 -0.946 0.18 0.217 -2.151 -0.1 0.405 0.663 1.465 0.416 -1.323 0.836 0.747 2.607 0.377 0.443 0.388 -0.769 0.933 0.85 -0.087 -0.463 0.715 -1.81 -1.116 0.456 -0.614 0.349 0.87 0.914 -3.305 0.586 0.51 0.041 1.082 -0.584 -0.133 -1.018 -1.035 -0.517 -0.585 1.291 0.485 0.49 0.183 0.998 -0.47 -0.751 1.331 -0.188 0.491 0.452 -0.578 -0.497 -1.632 0.921 -0.887 0.466 0.51 -0.022 -0.303 0.43 1.794 1.276 2.798 -2.264 0.581 -0.314 0.768 0.25 -0.823 2.11 -0.374 1.145 -0.417 -0.425 -0.924 1.356 1.681 1
-2.511 0.57 -2.035 2.993 -1.487 -0.468 0.727 -0.151 0.793 -0.108 -1.925 0.926 -1.563 -1.331 1.113 -0.0090 0.11 -1.423 -0.691 0.149 -1.689 0.51 0.846 -0.642 -0.733 0.337 -0.558 -1.072 0.88 -0.032 -0.542 -0.974 0.548 1.162 -1.276 1.17 1.442 -2.444 -3.274 2.139 -0.809 0.351 -0.266 0.639 0.372 -0.682 -0.295 1.385 0.757 -0.139 1.419 -1.208 0.515 -0.587 0.448 0.807 0.688 -1.36 1.03 0.723 1.805 -0.714 0.851 -0.032 0.023 1.477 -0.858 -0.96 -0.232 0.34 1.991 1.483 0.309 -0.182 0.226 -0.397 0.631 0.855 -1.209 1.607 -0.538 0.502 -1.704 0.38 -0.092 -0.465 0.558 -1.052 1.203 0.303 0.73 -0.347 0.013 0.612 -0.425 -1.259 1.31 -0.142 0.968 1.707 -1
0.749 1.653 1.06 -0.99 -0.562 -0.829 -1.658 -1.316 0.105 0.086 -0.241 -0.955 0.205 0.235 -0.375 0.169 -1.519 -0.254 1.187 -0.717 1.245 -0.861 0.675 0.137 0.824 -0.36 1.652 0.12 0.09 -0.35 0.093 0.755 0.952 0.189 2.429 0.091 -1.391 0.603 -1.398 0.062 -0.236 0.012 0.709 1.321 -0.7 0.69 0.047 0.659 1.921 1.323 1.163 -0.087 0.213 1.292 -2.151 0.404 -1.289 1.691 0.939 -1.202 1.166 0.349 -1.625 2.761 -1.496 1.416 -0.663 -1.368 0.808 2.281 -0.764 1.073 -0.656 -0.146 -0.219 1.097 -0.101 -0.814 0.068 -1.44 0.306 -0.77 2.249 1.243 1.031 -1.312 -0.425 0.377 0.09 -1.035 -1.922 -1.281 0.049 0.395 0.733 -2.347 1.465 -0.86 -1.422 2.585 -1
-0.572 1.036 -0.301 0.1 -0.466 -0.953 -0.233 0.892 -1.721 -1.544 -1.867 0.421 0.013 -0.93 -0.0040 -2.495 -1.055 0.0080 -2.251 0.199 1.542 1.06 -0.107 -0.798 1.0 0.185 -0.808 -0.472 -0.179 0.985 -0.657 -0.294 -0.405 0.073 1.08 0.024 -0.625 0.496 -0.586 -0.167 1.168 0.054 0.665 0.487 0.319 -0.31 -0.115 -0.447 -0.451 -0.405 -0.082 -0.888 -1.378 -1.843 0.391 1.273 -0.851 -0.899 -0.495 -1.165 1.838 0.365 -0.419 -1.558 1.326 -2.079 2.241 0.695 -0.109 -1.063 1.429 0.93 -1.573 -0.226 0.555 0.564 -0.674 -0.116 -1.627 -0.891 -1.239 -0.46 -1.465 0.181 -0.713 0.054 0.501 -1.755 -1.243 -1.573 -1.456 -0.76 0.0070 -0.151 -0.119 -1.372 0.466 -0.072 -0.836 0.093 1
0.292 -0.542 1.012 -0.471 1.054 -0.117 -1.096 -1.597 0.926 0.18 2.099 -1.721 -0.613 -0.26 -0.646 -0.185 0.701 1.757 -0.071 2.012 0.361 0.568 -0.184 0.432 1.238 1.065 -0.985 1.545 2.347 1.123 -0.012 0.191 0.837 1.269 -0.785 -0.592 1.791 -1.673 1.54 -1.77 -0.525 -0.431 -0.442 -1.668 -0.296 -2.252 -0.95 -0.055 -0.341 -1.879 1.245 1.847 -1.198 -1.839 -1.286 2.543 -0.646 -0.936 -0.677 0.473 0.19 -0.612 -0.434 -0.953 0.178 0.432 -0.072 0.662 -0.76 -0.101 -0.587 -0.636 0.505 2.234 1.155 -0.293 -0.946 -0.455 -0.524 0.594 -1.111 1.804 -1.614 0.75 0.517 0.53 -0.757 0.148 0.019 -1.824 3.153 0.128 0.918 -0.036 0.921 0.317 -0.814 1.03 -0.947 -1.165 1
0.842 -0.716 -0.667 0.923 0.315 -0.2 0.382 -0.221 -0.476 0.542 -0.747 0.141 -1.05 0.437 -0.532 -1.587 -1.49 2.194 0.893 1.465 1.506 -0.08 -1.753 -1.642 -1.883 1.176 -1.084 -0.506 1.722 0.57 -0.802 0.379 1.165 0.228 -1.992 0.483 -0.546 -0.318 -0.085 0.766 -0.314 -0.795 -1.829 -0.153 -0.563 0.099 -0.686 -0.648 -1.546 0.341 -0.925 0.776 0.36 -0.331 -0.77 -0.92 1.73 -1.694 -0.502 0.618 1.574 0.586 1.17 0.051 0.554 -0.044 0.925 0.827 -0.494 0.881 0.923 -0.089 -0.724 1.111 -0.341 0.654 1.448 -0.675 1.174 -1.851 1.445 1.083 0.969 2.227 -0.444 0.49 0.233 -0.064 0.66 -0.812 0.703 -0.33 -0.297 -1.161 -1.231 -0.394 -1.008 0.556 -0.167 1.506 1
-0.53 1.288 1.366 -0.672 0.77 0.067 0.778 0.549 0.779 -1.89 -0.867 0.664 -0.113 -1.228 1.396 -1.377 1.431 -0.208 1.25 -0.028 -0.976 0.403 0.723 0.722 0.965 1.302 0.65 -1.105 -0.137 0.645 -0.739 0.353 -2.189 -0.829 0.791 -0.545 -0.048 0.683 0.064 -0.579 2.824 -0.335 -0.914 0.666 0.069 1.254 -0.514 -1.4 0.329 1.695 -0.89 0.95 -0.962 -0.896 0.59 0.362 -2.077 1.43 -0.803 2.238 0.275 0.737 -0.872 -1.514 1.894 -0.798 1.101 0.456 0.328 0.287 -1.692 -0.308 1.085 0.379 -0.369 1.385 0.227 -0.564 -2.168 -0.033 0.657 -0.267 -0.088 -0.859 0.13 0.674 1.244 1.337 -0.167 0.175 -0.0030 -0.299 1.081 1.465 0.614 1.112 0.624 0.572 -0.203 -0.614 1
-0.082 0.219 1.308 -1.708 -1.4 -1.059 0.233 -0.116 -1.392 1.309 -0.637 -0.575 -0.324 0.384 0.605 -0.571 -1.316 0.31 0.281 -1.169 0.568 1.028 -1.203 1.591 -0.422 -0.199 0.325 -0.763 -3.1 -0.322 0.232 0.882 -0.388 0.465 0.527 0.439 -0.187 0.923 -0.996 1.132 -0.159 0.55 -0.929 -0.0070 0.661 -0.295 0.166 -0.641 -0.0080 1.45 -0.144 0.306 0.081 1.032 -0.484 0.166 -0.346 0.996 -0.891 -1.531 -0.168 0.37 0.289 -0.943 0.95 0.675 0.288 1.026 -0.775 1.227 0.111 -0.798 0.87 0.424 -1.36 -0.201 -0.614 -0.453 1.035 -1.294 -0.768 0.845 0.44 -0.019 -0.874 2.103 0.806 0.878 -1.241 -0.481 -0.55 0.418 -0.0010 -0.469 -1.246 -1.27 0.3 0.631 1.435 0.174 1
-0.224 1.473 -0.073 -0.807 -1.202 -1.909 0.902 -0.947 -0.224 1.024 -0.286 1.413 -0.231 -0.132 -0.864 0.988 -0.151 -1.126 0.534 0.577 1.355 0.149 0.145 -0.14 -0.044 0.297 0.783 0.141 -0.437 -1.43 -0.928 0.062 -0.977 0.252 -1.387 0.191 0.706 -2.424 1.436 0.031 0.62 -1.763 0.906 -0.162 -1.027 0.568 -0.534 0.048 1.411 0.992 -0.376 -0.217 -0.256 -1.794 0.09 -0.187 -0.394 -0.647 -0.857 0.498 0.733 -0.16 0.061 -0.424 -0.049 0.936 -0.985 -0.327 0.454 -2.199 0.858 -0.693 -1.138 -1.161 1.708 1.87 0.047 -0.487 1.673 0.07 -0.273 -0.951 -0.693 1.913 -0.329 1.394 -0.748 -0.0040 0.364 -0.594 1.063 0.086 -0.631 -0.329 1.095 0.883 0.515 -0.249 -2.047 -0.837 -1
-1.961 -0.711 -0.573 -0.942 -0.659 1.683 -0.578 0.84 0.896 1.113 -1.727 -1.762 -0.131 0.179 0.145 -2.96 0.978 -0.082 -1.756 1.173 0.558 0.195 0.89 -1.06 1.808 1.635 -0.536 -0.621 -0.315 -0.54 0.974 1.084 -0.317 -1.285 0.271 1.686 1.121 0.205 0.332 0.202 0.754 -1.467 1.665 -0.618 -1.808 0.609 -0.274 -1.147 0.772 -0.676 -2.287 0.073 0.021 -0.925 -0.24 -1.005 0.4 -1.173 -1.097 0.49 -1.297 -0.577 -0.225 -1.806 1.295 0.311 -0.975 0.378 2.536 0.795 1.231 1.098 1.228 -1.427 0.36 0.094 -2.092 -0.0020 0.493 1.088 0.349 0.801 0.498 -0.278 1.71 0.346 2.142 0.211 -1.12 1.162 -0.669 -1.009 1.376 0.383 1.09 -0.312 1.546 -2.001 0.048 0.659 1
0.133 0.407 -0.812 -0.373 0.768 -0.24 -0.311 0.214 -0.035 -0.331 0.375 -1.353 0.616 0.551 -0.391 0.13 1.255 0.054 0.406 0.548 -1.182 1.144 -0.614 0.173 -1.139 -0.241 -1.98 -0.427 0.491 0.841 0.402 0.275 -1.929 -0.24 -0.135 -1.141 2.317 -1.586 1.872 -0.497 1.921 0.0080 -0.515 1.017 -1.193 -0.847 1.018 -0.094 1.775 -1.486 0.341 -0.46 -0.326 -0.272 0.806 -2.974 0.087 1.236 0.084 1.39 -0.163 0.164 0.61 -0.499 -0.495 -0.868 0.544 0.771 -0.827 0.043 0.747 0.921 -0.367 0.954 0.388 -1.636 0.046 1.125 0.397 -1.042 -0.154 -0.853 1.395 1.252 -1.952 1.003 -0.0010 -0.331 0.864 0.299 0.013 -0.747 1.184 0.022 -0.685 0.974 0.207 2.159 0.275 0.333 -1
2.254 -0.324 0.244 1.15 0.524 0.137 0.215 2.853 0.898 -0.107 -1.545 -1.19 2.504 -0.343 -2.09 1.231 -0.131 1.354 0.036 -2.991 0.576 0.041 0.514 -1.007 -0.97 -0.515 0.48 -0.955 -0.263 1.191 -0.231 0.789 -2.117 0.129 0.907 -1.094 0.853 0.983 0.067 -1.147 0.237 -0.329 0.012 0.028 1.821 1.836 1.648 -0.493 -0.444 0.335 0.569 0.796 0.057 -0.164 2.499 0.776 -0.233 -0.142 0.661 -0.41 -0.593 0.239 -0.419 -0.687 0.491 -1.501 -2.159 0.548 -0.549 0.689 -0.695 0.213 -0.508 -0.158 -1.444 -0.392 0.551 -0.724 -0.523 0.869 -0.076 -0.401 -0.353 0.925 -0.995 0.232 -0.337 0.282 -0.583 0.616 0.479 -1.327 1.626 0.948 0.786 0.512 3.297 -1.594 -0.638 0.256 1
0.131 1.367 0.524 1.491 0.136 -0.41 1.011 -2.704 0.611 0.315 0.176 -2.559 0.844 0.361 -0.929 -0.422 -1.112 0.707 -0.58 0.149 0.857 -1.208 0.438 0.458 2.188 0.304 -1.196 -0.082 0.023 0.902 -0.55 0.583 -0.034 0.779 0.041 -0.116 0.634 -0.677 -0.804 -0.236 -0.401 0.063 0.616 -0.099 0.532 -1.573 -0.456 -0.35 0.918 0.895 1.211 -1.226 0.746 1.161 -0.481 1.156 -1.903 -1.486 -1.505 -0.149 0.098 0.41 0.287 -0.509 -1.102 -0.464 -1.583 0.969 -1.277 1.779 -0.701 0.176 1.356 0.197 0.021 0.949 1.044 -0.847 0.667 1.929 -0.332 -0.445 0.0090 2.275 -2.555 -0.238 0.785 -0.565 -0.739 0.796 1.063 -0.283 1.021 -0.215 0.358 -0.067 -0.67 -0.678 1.219 -2.422 1
0.878 -1.046 -1.994 0.14 -1.143 -1.183 -0.47 1.258 -0.176 -0.141 0.315 0.77 0.904 -0.209 0.152 0.863 0.289 -0.094 0.079 -1.851 -1.082 -2.046 0.12 -0.339 -0.798 -0.907 0.337 1.681 1.028 -0.624 -0.568 -0.467 -0.13 1.249 -0.068 0.62 2.564 -0.433 -1.033 0.66 1.706 -0.939 -0.526 1.502 -0.455 -1.225 0.392 0.882 0.091 -1.22 0.406 1.16 -0.825 0.073 -1.341 3.182 1.771 -1.535 0.998 1.951 0.036 -0.169 1.296 0.526 0.38 0.044 1.082 0.254 1.028 -1.335 -0.064 -0.88 -1.448 0.56 -1.152 -1.786 0.619 -1.171 -0.749 -1.379 0.325 -0.22 0.046 -0.622 1.213 -1.36 -0.559 0.779 1.489 1.468 0.385 0.829 1.839 0.348 0.148 0.857 0.129 1.023 -0.279 -1.43 1
0.22 -2.074 1.379 0.905 -0.841 0.605 0.517 -0.281 -0.294 -0.066 0.444 -0.45 -0.129 -0.03 0.029 -0.317 -0.186 -0.583 -0.425 1.8 0.396 0.651 -1.042 -0.945 1.22 -1.052 0.767 1.294 0.516 -0.717 0.529 1.355 -0.201 0.316 -0.762 0.082 -0.331 0.986 -0.549 -0.342 0.067 -2.188 -0.174 -0.974 -1.113 0.857 1.338 1.019 1.364 -1.639 -1.38 0.559 -1.544 0.294 -0.144 -0.083 1.405 0.779 -0.881 -0.46 1.012 2.141 1.12 0.122 0.656 1.305 0.646 1.026 -0.419 1.22 1.848 0.603 -1.036 0.567 -0.102 0.564 -0.887 -0.76 0.232 0.664 -0.714 0.747 -0.278 0.962 -1.381 0.586 -0.133 -0.502 1.188 -0.627 1.592 0.754 -0.499 -0.202 0.054 0.918 -1.422 0.592 -1.519 -0.653 -1
-1.308 -1.216 1.083 0.919 1.026 0.344 -0.623 0.055 -0.612 0.734 -0.468 -0.168 -0.803 1.075 -0.205 -1.244 -0.433 0.293 0.16 0.259 -0.239 0.151 -0.289 -0.086 -0.24 -0.694 0.379 0.597 -0.378 1.148 0.824 1.046 0.082 -0.517 -0.918 -2.936 2.244 -0.438 -0.844 1.376 -0.615 0.576 -0.465 0.64 0.871 1.117 0.265 -0.341 -1.105 0.996 -0.989 -1.174 0.887 0.594 0.449 1.781 0.0070 1.583 -0.414 1.33 1.227 -0.15 -1.112 0.0080 0.726 0.946 -0.333 -1.109 -1.167 0.22 -0.565 0.694 1.666 -2.505 -0.162 0.597 0.525 -1.835 -0.83 1.057 -0.698 0.511 1.887 0.783 -0.795 -0.011 -1.176 0.859 -0.411 -0.995 1.099 1.094 -1.805 0.79 0.079 -2.232 -1.564 0.013 0.126 0.323 -1
0.372 -0.442 0.816 1.193 -0.137 0.521 0.857 0.954 -1.007 0.658 -0.776 -0.788 -0.601 0.748 -0.201 -0.087 -0.707 -0.425 1.351 -0.245 -0.349 0.206 0.556 -1.497 0.253 -0.342 -1.589 -0.398 0.024 0.422 0.622 -0.509 0.66 0.159 0.333 0.434 0.397 -0.852 -0.555 -1.048 -0.619 1.112 -0.322 0.368 0.231 -0.868 0.255 -0.24 -1.254 -0.458 -1.396 0.443 -0.794 -0.319 0.083 1.133 0.811 1.199 0.601 1.035 1.185 -0.069 -0.961 -0.612 -1.092 0.864 1.257 -0.903 -0.254 -0.474 0.211 -1.056 0.777 -1.825 -0.754 -0.967 -0.319 0.89 -0.479 2.414 1.159 0.42 2.347 1.437 0.801 -1.574 -2.15 1.88 0.549 -0.169 1.806 -0.926 -2.553 -0.95 1.688 0.278 -0.735 -0.783 -0.901 -1.653 -1
0.086 -0.635 -0.838 -0.68 0.483 -1.031 -0.314 -0.728 -0.444 0.04 -0.239 -0.464 0.875 0.509 -0.216 -0.203 -0.544 -1.924 2.46 1.195 -1.304 -1.121 -1.382 -0.132 -0.022 0.508 -1.343 -0.9 0.819 0.13 0.567 2.126 0.239 1.241 1.447 0.63 0.222 1.011 -1.073 1.226 -0.833 0.169 1.26 1.347 -0.513 1.424 0.984 -1.481 0.488 -1.331 -0.056 -0.065 -1.39 0.161 -0.285 1.451 -0.405 -0.807 -0.512 0.11 1.175 -0.234 1.001 0.096 -0.82 -2.182 0.939 -1.374 0.364 -0.592 1.188 -0.153 1.089 0.711 0.53 0.037 -1.248 -2.04 0.264 -2.178 0.551 -0.19 -0.161 0.274 1.086 -0.716 0.219 -0.135 -0.455 -0.538 -0.215 0.017 0.216 -0.14 0.267 -0.963 -0.806 -0.974 1.456 1.75 1
-0.582 -0.112 -0.676 -0.746 -0.319 1.231 -0.073 0.828 -0.649 0.944 2.301 1.914 1.249 0.747 0.089 -0.231 0.301 0.041 -1.211 -0.484 -0.584 0.0060 0.252 -0.299 -1.44 0.291 0.435 0.158 -0.874 -3.319 -0.03 0.972 0.428 1.693 -0.587 -2.02 0.567 -0.435 -0.888 -0.723 1.043 0.027 -1.209 -1.077 -1.082 0.327 1.395 -0.187 -0.664 0.149 -0.152 -0.638 -0.94 0.257 -0.57 -1.281 0.487 -1.348 1.067 -1.441 0.111 -1.315 1.384 0.147 -0.042 -0.019 0.212 -1.026 -0.078 -0.7 1.221 -0.669 -0.456 -0.401 0.501 -0.539 0.599 0.612 0.477 0.856 1.359 -0.827 0.397 -1.393 0.952 0.933 -0.819 -0.433 -1.838 -1.493 0.538 0.511 -0.18 0.725 -1.04 -0.421 -0.171 -1.016 0.396 -0.126 -1
0.484 -1.116 1.538 0.676 -1.282 1.336 -0.81 -1.085 0.745 -2.085 -0.982 -1.899 0.113 -0.174 -0.507 -0.394 1.554 0.625 0.677 1.512 -1.16 0.031 -0.356 0.368 -0.273 -0.011 -0.494 0.465 -0.513 1.071 1.079 -0.262 1.537 0.915 0.193 0.041 0.446 0.0010 0.177 -1.443 0.213 -0.656 1.238 -1.079 -0.848 0.945 -0.769 -0.142 0.966 -1.292 -0.563 -0.33 -0.299 -0.307 -0.924 -1.239 0.926 2.305 -0.398 0.674 -1.407 0.986 -0.428 0.182 0.702 0.201 1.225 0.35 -0.452 -1.015 -0.12 -1.427 -0.268 0.443 -0.853 -0.357 2.425 0.434 -0.564 0.452 -0.551 -2.006 -0.146 0.463 -1.092 -1.63 -0.205 0.747 -0.199 -1.752 -1.089 -2.104 -0.337 -0.516 -1.864 1.572 0.838 -0.255 -2.621 -1.679 -1
0.11 -0.347 0.176 1.348 -2.287 0.367 -0.436 -1.199 0.238 -0.015 0.197 -0.178 -2.393 1.123 1.44 -1.413 0.687 -2.276 0.07 1.041 -1.386 -0.289 0.264 -0.643 -1.455 -0.499 -0.238 -0.548 -0.474 -1.209 0.678 -1.447 -0.188 -0.95 -1.304 1.441 -1.449 0.863 -0.142 -1.445 -0.989 0.909 0.911 1.3 -0.16 -0.174 -0.029 -0.973 0.722 -0.275 -0.651 -0.207 0.785 -1.625 0.685 0.776 0.292 0.343 -0.931 0.792 0.121 1.138 1.25 0.915 -0.044 1.4 -0.317 -0.872 0.637 1.367 0.442 0.191 -0.625 1.026 1.775 1.634 -0.684 -0.643 -0.995 -0.343 1.048 0.358 2.204 0.088 0.014 -1.377 0.693 -0.838 1.264 2.031 0.402 -0.85 0.213 1.076 -2.038 -0.258 -2.183 0.893 1.375 0.635 -1
0.083 -0.116 0.673 -0.081 0.69 -0.067 0.13 -0.014 0.458 -0.671 -0.96 -2.242 0.077 -0.741 -0.333 1.492 0.523 -1.04 -0.802 -1.942 -0.071 -0.245 0.067 0.57 0.737 1.394 0.334 0.971 -1.17 1.147 -0.085 0.086 0.634 1.834 -0.671 0.498 -0.601 -1.681 -0.638 0.229 -1.547 -1.467 0.672 0.89 0.363 -0.36 0.131 -2.128 -1.002 -0.154 -0.923 -0.0040 1.792 1.047 -1.571 -1.057 1.197 -0.579 -0.22 0.617 -0.315 0.482 -1.379 -0.133 0.087 0.626 -1.251 0.054 -0.245 -0.7 1.369 0.827 0.737 -0.559 0.549 -1.507 0.511 -0.925 -0.129 -0.369 -1.2 -0.247 0.376 2.734 -1.568 0.693 -0.683 -0.907 0.049 0.392 -0.135 0.657 -0.225 -0.72 0.027 -0.489 0.328 1.124 -0.274 0.106 -1
-1.81 0.447 1.072 -0.04 0.025 -0.473 -0.467 -0.08 0.15 0.572 1.703 0.022 -0.046 -0.622 0.097 1.091 -1.314 -0.161 0.094 0.107 -0.471 0.999 -2.597 1.167 0.56 -0.189 -0.737 -0.062 1.905 -1.487 -0.511 0.262 -1.201 1.403 -0.193 0.091 -0.058 -0.164 0.592 0.786 -1.595 0.503 3.493 -0.325 0.041 -0.127 0.5 0.951 0.919 0.152 -0.307 -1.824 -2.341 -0.329 -1.011 -0.168 -0.368 -0.209 -1.454 -0.934 -0.438 -2.273 -0.121 0.38 -0.559 -1.516 1.685 0.479 -0.346 0.639 1.442 2.024 -0.081 0.943 -0.575 1.476 0.246 -0.782 -0.62 -0.88 0.015 0.304 0.395 0.664 0.847 2.428 2.857 -0.453 -0.512 -0.474 -0.508 -0.221 -0.285 -0.517 -1.02 -0.428 0.359 -1.654 1.011 0.608 -1
-0.265 1.487 -1.307 0.656 -0.666 0.135 -0.867 0.539 -0.721 1.78 0.175 1.11 0.708 -1.055 -0.6 1.521 0.903 0.77 -1.499 0.467 0.54 -0.756 -0.864 0.349 1.108 -1.099 -1.498 -0.521 -0.834 1.996 -0.995 -1.167 0.146 -0.716 -1.032 -1.267 0.696 0.574 -1.321 -0.88 -0.143 -1.169 -1.012 -1.031 -0.815 0.507 1.744 -1.844 -1.561 0.958 -1.11 0.724 -0.452 0.258 -0.039 1.373 -0.202 0.59 0.486 0.981 2.259 0.681 2.602 -0.923 0.638 0.981 0.116 0.363 0.2 -0.208 0.122 -0.103 -0.47 1.042 0.03 -0.664 -0.132 -1.497 0.164 -1.862 1.765 0.039 -1.029 -0.237 -0.336 0.434 0.697 1.341 -0.344 0.616 -0.68 -0.758 1.209 -0.702 0.447 -1.345 -0.782 1.71 -0.24 -0.761 -1
-1.193 -0.983 -0.258 0.069 -0.063 1.646 1.275 0.541 0.334 1.628 -0.118 -0.877 -1.432 -1.016 0.906 1.819 1.718 -1.236 1.548 -1.664 0.473 1.919 -0.167 0.739 -1.048 -1.605 -0.251 -0.676 -0.152 -1.373 1.958 0.232 -0.176 2.077 1.88 1.287 0.406 1.061 -0.438 -0.882 1.421 -0.814 -1.108 0.765 0.899 -1.025 -0.241 -0.097 -0.729 1.239 -1.317 -1.179 0.639 1.406 0.588 -0.17 -0.766 0.363 -0.358 0.063 -0.704 0.605 -0.797 -0.214 -0.071 0.307 0.573 -1.273 -1.29 -0.365 0.457 0.614 0.977 -0.07 -0.824 0.382 -0.201 -0.069 1.073 -1.132 -2.41 -2.437 1.385 -0.522 -1.299 -0.464 0.854 1.153 -0.645 2.172 0.771 -1.828 0.0090 -0.821 -0.805 -2.183 1.233 0.57 2.509 -1.176 -1
0.727 -0.26 0.621 -0.219 -1.885 1.335 0.12 1.446 0.191 0.825 1.094 -0.616 -0.891 0.063 -0.565 -1.617 2.106 -2.687 1.112 2.251 1.785 -0.334 1.114 -1.045 0.208 0.155 0.085 0.0060 0.228 -1.057 -2.056 0.269 0.389 -0.195 -0.0010 2.54 1.302 1.454 -0.396 2.024 0.0040 1.355 1.048 -0.069 0.307 -0.889 0.704 -0.053 1.859 -1.294 -1.63 0.942 0.966 -0.088 -1.081 -1.112 1.725 0.169 0.661 -0.206 0.44 0.688 1.334 0.893 1.589 0.532 0.132 -0.492 0.258 2.136 -0.806 0.017 -1.243 1.922 0.873 0.973 -1.523 1.089 0.048 -0.508 -0.0060 -0.174 0.574 1.069 2.458 -1.707 0.329 0.646 1.052 -0.678 0.222 1.085 0.231 -0.464 -1.553 -1.023 -1.561 -2.337 1.847 0.436 1
